datetime,platform,username,candidate_name,text,comment_count,view_count,like_count,url,num_interaction,Sentiment
2024-01-09 15:29:51,Youtube,Central Live,Claudia Sheinbaum,"Desbancan a Ernestina __ Ernestina Godoy, instrumento de venganza de #amlo  y Titina #claudiasheinbaum no cuaja para otro periodo como Fiscal de la #cdmx y ejercerá en MAXIMATO desde un escaño que le ofrece AMLO. 
#FueraelDictador",0,0,0,https://www.youtube.com/watch?v=JjN0kVhaBhk,1067,negative
2024-01-23 19:20:50,Youtube,Iber Alejandro,Xóchitl Gálvez,"¡SALIÓ LA VERDAD! EN PALACIO EXHIBIERON A AZUCENA Y LA BRUTARGA SALIÓ EMBARRADA ESTE ES EL MOTIVO __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=9wdoZjGIa70,4176,negative
2024-02-12 18:07:38,Youtube,BCT Neus,Claudia Sheinbaum,Por el día del amor y la amistad #claudiasheinbaum comparte consejos para el amor __ ,0,0,0,https://www.youtube.com/watch?v=EhElUdzqiEo,178,positive
2024-03-07 16:00:06,Youtube,Marcelino Gómez Brenes,Claudia Sheinbaum,"La #Oposición no tiene nada malo que decir de #ClaudiaSheinbaum #DesdeElNorte __ ¡En vivo #DesdeElNorte!

El mejor análisis de la #Mañanera y los temas de mayor interés en el país con Itzul Barrera, El Cubano y Marcelino ahora en su nuevo horario:

Lunes a viernes a partir de las 20:00 de la noche

#DesdeElNorte 🌵
#LaHoraTrasnochada🕒
Suscríbete en YouTube canal Marcelino Gómez Brenes
Síguenos en Twitter: @Gomez_Brenes
Facebook: Marcelino Gómez Brenes
#DesdeElNorte 🌵",0,0,0,https://www.youtube.com/watch?v=C2RsvKOMyeg,44,neutral
2024-04-10 23:44:47,Youtube,Iber Alejandro,Claudia Sheinbaum,"FOFO se reia de que saldría pronto gracias a Norma Piña pero todo cambiò __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=rsTSqWOINos,434,negative
2024-06-11 00:00:13,Youtube,ViajeroUSA Con Matello,Claudia Sheinbaum,"MIENTRAS YO SEA POLITICOS USTEDES NO LO SERAN PALABRAS DE AMLO __ El presidente Andrés Manuel Lopez Obrador nos platica porque sus hijos no estan en la politica ademas Claudia Sheinbaum Pardo resibe un mensaje de el presidente, tambien hable porque es tiempo de mujeres. #amlovers #claudiasheinbaum",6,1724,56,https://www.youtube.com/watch?v=THmxHJ0gBCM,62,neutral
2024-02-14 17:06:20,Youtube,Sistema Informativo NED,Xóchitl Gálvez,Mensaje a Calderón y Xóchitl: Desde España No Se Resuelve La Escasez de Agua- AMLO __ #calderon #xochitl #xochitlgalvez #noticias #claudiasheinbaum #mañanera #mañanera #morena #amlo #viral #elecciones2024 #trending #new #conferenciapresidente #cuartatransformación #lópezobrador #shorts #video,0,0,0,https://www.youtube.com/watch?v=qv-rcLsm09s,70,negative
2024-02-27 17:00:11,Youtube,Jesús Escobar Tovar ,Claudia Sheinbaum,"LORENZO AFIRMA QUE AMLO DESCALIFICARÁ ELECCIONES; LA RADICALIZACIÓN DEL PAN __ En entrevista con Leon Krauze, Lorenzo Cordova continua con el discurso de Elección de Estado, de agresión a la democracia, mostrando la sordera de una oposición que esta dispuesta a empinar al país.

#amlo #xochitlgalvez #claudiasheinbaum",0,0,0,https://www.youtube.com/watch?v=TUvvnsTH5aA,3998,negative
2024-01-21 22:15:01,Youtube,SignoMx,Claudia Sheinbaum,"Sheinbaum, oficialmente candidata de Morena a la presidencia __ Claudia Sheinbaum recibió la constancia como Candidata de Morena a la Presidencia de la República 

#claudiasheinbaum #morena",0,0,0,https://www.youtube.com/watch?v=h1rG_uB4s_I,244,neutral
2024-05-21 20:16:34,Youtube,LA OCTAVA,Claudia Sheinbaum,"#XóchitlGálvez dice ante BANQUEROS que ENCUESTA la COLOCA ARRIBA de #Sheinbaum #Elección2024 __ La candidata presidencial del PRIAN, Xóchitl Gálvez, presumió ante banqueros una encuesta que la coloca arriba de su oponente de Morena, Claudia Sheinbaum.

#XóchitlGálvez #Sheinbaum #Elección2024",99,4427,93,https://www.youtube.com/watch?v=-_fmMTG_Fy4,192,negative
2024-04-29 21:09:25,Youtube,1000 Maneras De Quedar Como Priandejo,Claudia Sheinbaum,"Mil Maneras de quedar como Priandejo, Número 266. el #PRIAN se hunde. #ClaudiaSheinbaum __ ",3,1202,47,https://www.youtube.com/watch?v=qh9b-zw2P2M,50,negative
2024-02-05 19:48:30,Youtube,Bettypelorojo,Xóchitl Gálvez,AMLO ESPERAS DISCULPAS y la DEA responde 😨 #xochitl #noticias #politicomx __ ,0,0,0,https://www.youtube.com/watch?v=edJaX6700q0,251,negative
2024-04-01 04:15:03,Youtube,Poesía Política,Claudia Sheinbaum,"Chayotera Aristegui se Burla de AMLO y la Dra Claudia Sheinbaum __ EL PRESIDENTE AMLO EN CONFERENCIA MENCION ACOMO LA PERIODISTA CARMEN ARISTEGUI ESTUVO EN CONFERENCIA EN HARVARD Y EXPUSO QUE LA DRA CLAUDIA SHEINBAUM ES SUBORDINADA DE AMLO TIPO MOFA .
#politica #noticias #politica #shorts #poesiapolitica #claudiasheinbaum #mexico #shortsfeed 
SUSCRIBETE, COMENTA Y COMPARTE!!",0,0,0,https://www.youtube.com/watch?v=g89zs2UkLwk,1116,negative
2024-04-29 04:37:53,Youtube,EXCELSIOR,Claudia Sheinbaum,Segundo Debate Presidencial: Empleo e inflación #shorts __ #DebatePresidencial #Debate2024 #DebateMéxico #xóchitlgálvez #claudiasheinbaum #maynez,32,5246,115,https://www.youtube.com/watch?v=UTduoZpd-UU,147,negative
2024-01-16 19:54:19,Youtube,Movimiento Ciudadano,Jorge Álvarez Máynez,"Cabina Escucha con Jorge Álvarez Máynez __ La cabina del #MovimientoEscucha llegó a la Ciudad de México junto a nuestro precandidato a la Presidencia de la República, @Alvarezmaynez. 🧡 
No te pierdas todo lo que las y los chilangos nos contaron acerca de sus causas, anhelos y preocupaciones.
¡Llegó el momento de construir un México nuevo! #ElFuturoEsNaranja 🍊
.
.
.
Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano.",0,0,0,https://www.youtube.com/watch?v=5kXEIBu7xww,53,positive
2024-04-25 00:30:24,Youtube,TODOS BIENESTAR,Claudia Sheinbaum,"¡BOMBA NACIONAL! AMLO logra REGALAZO para ADULTOS MAYORES - ¡Aviso Urgente! __ ¡BOMBA NACIONAL! AMLO logra REGALAZO para ADULTOS MAYORES - ¡Aviso Urgente!
#amlo #bienestar #mexico #5deenero #adultos #atenciónsocial #imss #aumento #claudiasheinbaum #méxico",4,296,54,https://www.youtube.com/watch?v=xKIHQ-LxMaA,58,neutral
2024-01-28 20:07:28,Youtube,RTMX INFORMA,Claudia Sheinbaum,CLAUDIA ES LA CONTINUIDAD DE LA 4T #claudiasheinbaum __ Claudia Sheinbaum es la continuación de la 4T,0,0,0,https://www.youtube.com/watch?v=8E67h4Q_4J0,223,neutral
2024-03-02 07:39:54,Youtube,El PUMA POLITICO🇲🇽,Claudia Sheinbaum,CON #CLAUDIA #SHEINBAUM DESDE #NUEVAYORK voto masivo __ ,0,0,0,https://www.youtube.com/watch?v=FDumoN-pRUc,255,neutral
2024-07-12 01:51:43,Youtube,ByeBye TV,Claudia Sheinbaum,#ByeByeTV #Claudiasheinbaum #4T #Trenes #Plandeinfraestructura #Mexico #Presidenta #PresidentaElecta __ ,26,8857,956,https://www.youtube.com/watch?v=FP_HOlbJqrc,982,negative
2024-05-20 14:30:53,Youtube,Oscar WildOnes,Claudia Sheinbaum,Tercer Debate Presidencial #youtubeshorts #debateine #maynez #claudiasheinbaum #xóchitlgálvez __ ,3,1920,36,https://www.youtube.com/watch?v=pt3GE9yfCFM,39,neutral
2024-05-24 05:07:26,Youtube,Mexiflash,Claudia Sheinbaum,Cambio Climático  Mi Estrategia para un Futuro Sostenible __ #morena #claudiasheinbaum #noroña #amlo #partidoverde #partidodeltrabajo,1,2365,83,https://www.youtube.com/watch?v=L-wPHTMnoZ4,84,neutral
2024-02-19 00:25:28,Youtube,Soy Viko Mora,Claudia Sheinbaum,Muchas felicidades Dra. #presidente #claudiasheinbaum #proxima #presidenta #humor __ ,0,0,0,https://www.youtube.com/watch?v=l2as23zixLA,323,positive
2024-05-23 00:47:42,Youtube,MFNetwork,Claudia Sheinbaum,Bajaaaaan. Le dan jalón de cabello a #ClaudiaSheinbaum jajaja ¿por qué lo hizo? 😂😂😂 __ ,17,5741,166,https://www.youtube.com/watch?v=-wn7WjkTFlw,183,negative
2024-02-01 09:24:38,Youtube,PARTIDO OBRADORISTA DEMÓCRATA ,Claudia Sheinbaum,La inteligencia de #xochitlgalvez pobres #prian mejor vamos por #morena #4t #claudiasheinbaum #amlo __ ,0,0,0,https://www.youtube.com/watch?v=3hCRWiwssCI,609,negative
2024-07-27 02:40:40,Youtube,LEGION POLITICA,Claudia Sheinbaum,"¡EN CADENA NACIONAL DORIGA NO SE MIDIO, LAS REDES SE BURLAN DE FOX! ""DEJA EL RIDICULO ERES CHISMOSO __ SUSCRIBETE Y REGALANOS UN LIKE!

#amlo #sheinbaum #4t #morena #pri #pan",74,16572,1093,https://www.youtube.com/watch?v=xzstN9oGjTo,1167,negative
2024-04-12 01:00:54,Youtube,Sopa de Caracol TV,Claudia Sheinbaum,Xochitl Galvez insulta a Claudia Sheinbaum  #amlo  #4t  #mexico  #claudiasheinbaum #xóchitlgálvez __ ,0,0,0,https://www.youtube.com/watch?v=0bR5bgaNBsE,147,negative
2024-02-10 19:27:26,Youtube,EL MEXA SHORTS ,Claudia Sheinbaum,PUROS PANISTAS EN MC __ #noroña #amlo #amlovers #mexico #noticias #politica #politicamexicana #news #pt #morena #mañanera #usa #tendencias #viral #felipecalderón #calderon #prianrdmc #prian #prianrd #conservadores #chayoteros #vicentefox #fox #santiagocreel #xochitlgalvez #claudiasheinbaum  #shorts #short,0,0,0,https://www.youtube.com/watch?v=d_Omn-OUCDs,347,negative
2024-07-07 02:59:57,Youtube,Poesía Política Mx,Claudia Sheinbaum,"Calderonista Descarada #morena2024 __ Mariana Gómez del Campo menciona que AMLO ha superado los gadolinazos a los anteriores presidentes.


#morena2024 #4transformacion #shortsfeed #politica #mexico #claudiasheinbaum #noticias #lamañanera 

Suscribete Comenta y Comparte!!!",86,13378,813,https://www.youtube.com/watch?v=RBaqVckxPII,899,negative
2024-04-24 23:30:06,Youtube,Iber Alejandro,Xóchitl Gálvez,"⚠️MAYNEZ SUPERA A XOCHITL EN ENCUESTAS! ENTRA EN DESESPERACION CLAUDIO, LA DRA. ANDA MUY TRANQUILA __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",12,2226,386,https://www.youtube.com/watch?v=L9lH9AN47xU,398,negative
2024-06-17 01:00:30,Youtube,SignoMx,Claudia Sheinbaum,"AMLO en Durango: Claudia me cepilló __ 👉 Únete ahora y mantente informado sobre las mejores noticias de política.

#amlo #claudiasheinbaum #4t #durango",4,1268,190,https://www.youtube.com/watch?v=ozxCOkluvDk,194,neutral
2024-04-04 17:59:38,Youtube,Diario de México TV,Claudia Sheinbaum,"#ClaudiaSheinbaum opina sobre video filtrado del hijo de #XóchitlGálvez: 'Con los hijos, no #4t ' __ ",0,0,0,https://www.youtube.com/watch?v=3cUmInNZidU,857,negative
2024-06-14 01:21:25,Youtube,Tv Vision,Claudia Sheinbaum,"🚨🇪🇨 #ATENCIÓN | La presidenta electa de #México , #ClaudiaSheinbaum __ ",7,2314,61,https://www.youtube.com/watch?v=OXQFfyEy8CA,68,neutral
2024-03-05 01:26:57,Youtube,Keko Rios,Claudia Sheinbaum,Las mañaneras de #AMLO terminaron por hundir al #PRIAN. #morena #claudiasheinbaum #mexico #shorts __ ,0,0,0,https://www.youtube.com/watch?v=BSxXyT3u-X4,706,negative
2024-05-16 13:30:00,Youtube,AlvarezMaynez,Jorge Álvarez Máynez,"Este 2 de junio, elige ser feliz __ Este 2 de junio, elige ser feliz. 
Tienes en tus manos la oportunidad de vivir el México Nuevo.

#LoNuevoVaEnSerio
#MáynezPresidente 😁 #Ternurines",36,5640,344,https://www.youtube.com/watch?v=ZDbPKR9YZiY,380,positive
2024-04-02 11:45:04,Youtube,Sin Bozal Mx,Claudia Sheinbaum,"EL INAI NO HACE FALTA Y JAVIER CORRAL SE PERFILA PARA SER EL JEFE ANTICORRUPCIÓN SI CLAUDIA GANA! __ #noticiasméxico 
#sinbozalmx 
#noticias 
#elecciones2024 
#javiercorral 
#claudiasheinbaum 
#morena 
#inaiviral 
#campañaselectorales 
#elecciones2024 
#política",0,0,0,https://www.youtube.com/watch?v=vrOnVCCAkqg,608,neutral
2024-02-20 00:13:00,Youtube,RP Resumen Politico,Claudia Sheinbaum,#hola #claudiasheinbaum #claudia #amlo #presidente #morena #cuartatransformación #amlovers #mexico __ ,0,0,0,https://www.youtube.com/watch?v=NOftA3LHZEw,165,neutral
2024-02-19 18:47:16,Youtube,Iber Alejandro,Xóchitl Gálvez,"LES CAYÓ LA MARINA! TABOADA ALISTA LAS MALETAS XOCHITL NO LO PUEDE CREER EN PLENO LUNES OBRADOR... __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=kcLq8Wo_lxA,7334,negative
2024-05-04 23:00:14,Youtube,SignoMx,Claudia Sheinbaum,"Sheinbaum denuncia compra de voto en Guanajuato __ Claudia Sheinbaum Pardo, candidata a la Presidencia de México por la Coalición “Sigamos Haciendo Historia"", denunció que, en plena campaña, se ha entregado la llamada ""tarjeta rosa"" en el estado con 9 mil pesos por lo que hizo un llamado para que se sancione prácticas como la compra de votos.

#claudiasheinbaum #estadodemexico #tarjetarosa",165,20005,1144,https://www.youtube.com/watch?v=fHFhHVDsVkI,1309,negative
2024-04-07 17:41:36,Youtube,Hans Salazar,Claudia Sheinbaum,#DEBATE #PRESIDENCIAL #HOY #SHEINBAUM #ADELANTE __ #DEBATE #PRESIDENCIAL #HOY #SHEINBAUM #ADELANTE,0,0,0,https://www.youtube.com/watch?v=hN9XGEQ6DP4,2718,neutral
2024-03-22 00:17:41,Youtube,Iber Alejandro,Xóchitl Gálvez,"Layda no escuchó el consejo de #amlo __ #presidente 
#claudia
#sheinbaum
#xochitlgalvez
#xochitl
#marianarodriguez
#samuelgarcia
#movimientociudadano
#pri
#noticiasmexico 
#morena 
#ine         
#amlo 
#ine  
#presidenteamlo     
#politica 
#consejeros 
#diputados",0,0,0,https://www.youtube.com/watch?v=bDH2VkQ_pt0,361,negative
2024-05-31 04:26:32,Youtube,Brisa Camacho (LA PATA D' PERRO),Claudia Sheinbaum,Vota este 2 de Junio… #politicalnews #claudiasheinbaum __ ,21,10830,385,https://www.youtube.com/watch?v=OG_VNDWivWQ,406,neutral
2024-06-18 05:31:43,Youtube,EXCELSIOR,Claudia Sheinbaum,"Ciudadanos avalan reforma al Poder Judicial: Sheinbaum presenta resultados de encuestas __ Tras realizar tres encuestas ciudadanas sobre el desempeño del Poder Judicial, Claudia Sheinbaum virtual presidenta electa, informó que 75% de los encuestados consideran que los ministros de la Suprema Corte de Justicia de la Nación (SCJN) deben ser elegidos por la ciudadanía.

#claudiasheinbaum #reformajudicial #encuestas",28,1690,37,https://www.youtube.com/watch?v=VNJ2zrrHPNo,65,neutral
2024-04-19 20:13:35,Youtube,Trinche Carlos,Claudia Sheinbaum,#claudiasheinbaum #amlo #morena #parati #fyp #noticias __ #claudiasheinbaum #amlo #morena #parati #fyp #noticias,14,1244,20,https://www.youtube.com/watch?v=_GfGNoYEg9M,34,neutral
2024-04-02 20:00:09,Youtube,Pablo Olivera,Claudia Sheinbaum,#políticamexicana #trenmaya #amlo #4transformación #amlovers #claudiasheinbaum __ ,0,0,0,https://www.youtube.com/watch?v=ZO0JQfUzCfM,903,neutral
2024-02-25 21:03:33,Youtube,Tito Zurita Carpio,Xóchitl Gálvez,"""Vende patria...la gelatin no cuajó"" así demuestran los migrantes mexicanos su rechazo a #Xochitl __ ",0,0,0,https://www.youtube.com/watch?v=zUWkfycFXcs,752,negative
2024-01-30 23:34:54,Youtube,Neta Mex Noticias,Claudia Sheinbaum,"Ya valió. #Claudiasheinbaum le pone una chinga a Xochilt gálvez. Y el pueblo va por el plan C __ Claudia Sheinbaum reacciona a simulación de “mañaneras” de Xóchitl: “Ellos siguen representando el pasado de corrupción y nosotros el futuro de México”, afirma la morenista",0,0,0,https://www.youtube.com/watch?v=bjwYfyFezPs,305,negative
