platform,text,Sentiment
Facebook,"Claudia Sheinbaum, abanderada del oficialismo para conseguir la presidencia de la República, aseguró que el aumento anual al salario mínimo continuará, como ha ocurrido en el gobierno del presidente Andrés Manuel López Obrador.",1
Facebook,"Elena Chávez, periodista y escritora, mujer valiente y ejemplar, autora de ""El Rey del Cash"" y ""El Gran Corruptor"" platica hoy en vivo con Mark Staroselsky. 

MARK STAROSELSKY EN VIVO

HABLANDO CLARO ¡NO TE LO PUEDES PERDER!

¿NOS QUIERES PATROCINAR? Ayúdanos en PATREON:

https://www.patreon.com/HablandoClaroConMarkStaroselsky

Donativos a HABLANDO CLARO vía Pay Pal:

PayPal: https://www.paypal.com/paypalme/MarkStaroselsky 

O a nuestra cuenta en BBVA:

BBVA: 4152-3140-5783-3066
Tu donativo es muy importante para seguir adelante con nuestra labor. ¡Muchas gracias!

Visítanos en:
Tik Tok: https://www.tiktok.com/@hablando.claro
Twitter:    https://twitter.com/MarkStaroselsky
Visítanos en Facebook: https://www.facebook.com/HablandoClaroConMark

MARK STAROSELSKY ¡EN VIVO!

♦️Noticias de último momento
♦️El acontecer nacional
♦️Lo más relevante de México y el Mundo
♦️Mark Staroselsky EN VIVO
Plática abierta, plática honesta, plática informada.
Hoy, en vivo, participa, da tu opinión, levanta la voz, no te quedes callado.

@#eltiorichieltiorichi  @RicardoBSalinas   #xochitl #xochitlgalvez #xochitlva #fuerzarosa #claronautas #xóchitlgálvez #pan #pri #INE #amlo #amlohoy #noticias #noticiasenvivo  #consejeros  #srax #xochitl  #markstaroselsky  #derecha #elinenosetoca  #hablandoclaroconmarkstar #markstaroselsky #FoxNews #xochitlpresidenta #xochitlgalvez @accionnacional   #hablandoclaroconmarkstar  #claudiamlo  #hablandoconmark  #xochitlgalvez 

HABLANDO CLARO CON MARK STAROSELSKY es un medio independiente, no pertenecemos a ningún Partido Político o empresa alguna. Somos un medio libre, sin compromisos con nadie, más que con la verdad.
*Nuestro trabajo depende de tu apoyo, conviértete en mecenas de 
Hablando Claro y ayúdanos así, a seguir con esta importante labor:

Derechos musicales: Librería YouTube
News Theme de Kevin MacLeod cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://incompetech.com/
News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
News Theme 2 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
Fiesta Jarocha - Jimena Contreras
Funeral in Sinaloa - Jimena Contreras
Girasol: Qincas Moreira
Mariachiando - Doug Maxwell_Jimmy Fontanez
Trimmed & Taught - Dan Lebowitz

News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6152607249465344",1
Facebook,Arturo Zaldívar Es Un Hombre Moralmente Derrotado: Xóchitl Gálvez #arturozaldivar #poderjudicial #supremacorte #sheinbaum #conferenciapresidente #lópezobrador #cuartatransformación #xochitlgalvez #mañanera #noticias #claudiasheinbaum #morena #amlo #viral #elecciones2024 #trending #cuartatransformación #shorts #video,0
Facebook,🗣️ Esta es la posición sorteada para el primer #DebateINE entre las candidaturas presidenciales. ¡No te lo pierdas! 🗓️ 07/ABR-20 h. ▶️ tinyurl.com/mry578mj:=:https://www.youtube.com/watch?v=kZaucITWv00 / tinyurl.com/yrzbmpu8:=:https://www.facebook.com/events/d41d8cd9/primer-debate-presidencial-m%C3%A9xico-2024/961730158734068/ / tinyurl.com/5bdsw3ca:=:https://twitter.com/i/broadcasts/1nAKEaBnDPXKL,2
Facebook,Es cuestión de tiempo para que la morenista Claudia Sheinbaum Pardo pase a la historia como la primera mujer en tomar las riendas de México.,1
Facebook,"Sondeo a ""ras de tierra"" publicado por @enrique_glez68 👇🏻 #Comparte 🔄 ""Les traigo noticias después de 2 días de extenuantes jornadas levantando un sondeo a ras de tierra en donde realmente se define la elección, ajenos de sesgos partidistas y áreas territoriales a modo, en un levantamiento plural de 3,821 entrevistas en 8 módulos INE, 2 días"": Arrojaron resultados muy alentadores en cuanto a la participación predominantemente. Método: preguntas directas a ciudadanos formados en las filas de los modulos INE en espera para realizar su trámite de registro, actualización, cambio de domicilio o corrección de datos, etc. •Levantamiento 18 y 19 de enero de 2024. -Realizado en 8 diferentes módulos del INE. -3,821 personas entrevistadas. - 40 entrevistadores voluntarios, distribuidos de 5 por cada módulo. Vemos los resultados, que para una comprensión simple se presenta el % en números cerrados: •Segmentos genero Hombres = 41% Mujeres = 58% Otra identificación de género = 1% •Segmentos edad 18 a 28 = 15% 29 a 40 = 40% 41 a 60 =35% 61 y mayores = 7% Nuevos registros = 2% A continuación las respuestas a 4 preguntas específicas: •¿Motivo por el que acude a realizar su tramite? Para poder votar = 91% Para realizar tramites =2% Como identificación = 7% •¿Piensa votar el 2 de junio? Si = 88% No = 7% Aun no decide 5% •¿En en las 3 últimas elecciones ha votado? Si = 56% No = 41% Parcialmente =3% •Teniendo conocimiento de las personas postuladas a la presidencia, ¿Por que candidata (0) piensa votar? @XochitlGalvez = 63% @Claudiashein = 29% @AlvarezMaynez = 1% Aun no decide =7% •¿Por que partido o coalición votaría? PAN, PRI, PRD = 58% MORENA, PVEM, PT = 26% MC = 1% No decide = 15%. ""Espero les sea útil y genere una visión más clara del ánimo en la ciudadanía por decidir que rumbo de país desean"". #MéxicoVaConX 🤞🏻🇲🇽 #Bobby #Jalisco #TiaTatis #seguimosenmarcha #JusticiaParaSamantha #laesperanzayacambiodemano #AndresManuelElFraude #Política #ConLosNiñosNo #México #Presupuesto #ElClan #Huehuetoca #MEXICODESPIERTA #TeamLorenzo #elpresidentemascobardedelahistoria #FelizFinDeAMLO #PEMEX #CFE #RaTAMLO #peorpresidentedelahistoria #SantaLucía #elpresidentemascobardedemexico #Ecocidio #fideicomisos #Michoacan #NotiBaks #NoLeSaquesClaudia #video",2
Facebook,¿Entonces de que sirvió haberse puesto la botarga? De NADA 🤡,0
Facebook,😔🥹,2
Facebook,🤷🏽🤦🏽😂,1
Facebook,"La prioridad al campo es uno de los grandes principios de la Transformación, para garantizar la producción y autosuficiencia alimentaria y hacer de México una república próspera y sostenible. #YoConClaudia #ClaudiaSheinbaum #VoceríaJalisco #ClaudiaRifaEnJalisco #ClaudiaArrasa #MéxicoConClaudia",2
Facebook,"@#Xochitl Gálvez Fuerza Rosa y Fuerte como Tú,",2
Facebook,"Solo hay un proyecto con visión humanista y de bienestar, el de Claudia Sheinbaum. ¡Hoy #ClaudiaArrasaDebate! #ClaudiaPresidenta",2
Facebook,¡Amanecimos bien y de buenas! #JuntosHaciendoHistoria #ClaudiaSheinbaum #JorgeMiranda,0
Facebook,En todos los🚦les encanta ver y saludar al movimiento 🍊!! Y así fue en Periférico e Independencia GRACIAS!!! DAYLIN GARCÍA por la invitación 🧡#AlmaAraujo #Mexicali #MovimientoCiudadano #MovimientoNaranja #candidatas #Elecciones2024 #LoNuevoVaEnSerio,1
Facebook,"De acuerdo a la encuesta de Reforma, el PRIAN sería tercera fuerza política…

así las preferencias electorales en Jalisco rumbo al 2 de junio.",2
Facebook,🔴 Ya puedes leer el periódico de hoy 🗞️ https://www.lajornadamorelos.mx/wp-content/uploads/2024/06/LJM-No-00554-06-10-2024.pdf,2
Facebook,"En apoyo a los programas y propuestas de #ClaudiaSheinbaum para el gobierno de #México nuestra candidatura a la alcaldía de #Parras también luchará por reconocer y dignificar los derechos de las mujeres parrenses. 

Vamos a lograr #JusticiaSocial en todos los ámbitos para las y los parrenses, este 2 de junio #VotaMorena y transformemos Parras ‼️💪🗳️

#KarlaOrta #PorElBienestarDeParras",1
Facebook,"En este breve video, analizamos la reciente campaña de la candidata respaldada por las élites económicas y los partidos corruptos, así como su preocupante vínculo con la intervención extranjera en las elecciones mexicanas. Desde reuniones con figuras polémicas hasta el gasto millonario en redes sociales, exploramos cómo se están moviendo las fichas en el tablero político. Además, agradecemos a nuestra comunidad por hacer crecer nuestro espacio libre de desinformación a 200 mil seguidores en Facebook. ¡Juntos somos un contrapeso vital en la lucha por la verdad y la transparencia en la información!

#XóchitlGálvez #PRIAN #FelipeCalderón #España #México #ClaudiaSheinbaum",2
Facebook,"Índice Noticias al Aire con Herman Corzo.

#MorenaDistrito13 #tveatlixco #AtlixcoPuebloMagico #Puebla #AlejandroArmenta #ClaudiaSheinbaum #ClaudiaSheinbaumPresidenta
 #pueblayork #Atlixco",2
Facebook,"LA DIRIGENCIA ESTATAL, REGIONAL Y MUNICIPAL DEL PVEM CONVOCAN A SUS MILITANTES AL MITIN DE CAMPAÑA DE LA CANDIDATA A LA PRESIDENCIA DE LA REPÚBLICA, CLAUDIA SHEINBAUM PARDO, EN PUERTO ESCONDIDO Y SANTA MARÍA HUATULCO, OAXACA.",2
Facebook,".@fernandeznorona, dip. por el PT y coordinador del vínculo con organizaciones sociales de la campaña de la Dra. @Claudiashein, cuestionó que el junior @colosioriojas llame a una alianza de la derecha, cuando fue el @PRI_Nacional el que m4tó a su padre https://youtu.be/-62x7aCD00s?si=huJ6FbAArCjDJLuo:=:https://www.youtube.com/watch?v=-62x7aCD00s",0
Facebook,¡Bienvenida a Nuevo León Claudia Sheinbaum! Juntos estamos consolidando la 4T en el estado.,1
Facebook,"Hace más de dos años empezamos a conformar un equipo de gente ganadora, que por primera vez va a aparecer en las boletas. #LoNuevo y lo bueno surge de ciudadanos comprometidos con su comunidad, vamos a sacar a la vieja política que va para seis años mal gobernando Navojoa.",0
Facebook,"La Candidata de la Alianza Opositora anuncia que la próxima semana hará su ""Mañanera de la Verdad"" Anónimo López y Claudia la Corcholata están temblando de miedo.

MARK STAROSELSKY EN VIVO

HABLANDO CLARO ¡NO TE LO PUEDES PERDER!

¿NOS QUIERES PATROCINAR? Ayúdanos en PATREON:

https://www.patreon.com/HablandoClaroConMarkStaroselsky

Donativos a HABLANDO CLARO vía Pay Pal:

PayPal: https://www.paypal.com/paypalme/MarkStaroselsky 

O a nuestra cuenta en BBVA:

BBVA: 4152-3140-5783-3066
Tu donativo es muy importante para seguir adelante con nuestra labor. ¡Muchas gracias!

Visítanos en:
Tik Tok: https://www.tiktok.com/@hablando.claro
Twitter:    https://twitter.com/MarkStaroselsky
Visítanos en Facebook: https://www.facebook.com/HablandoClaroConMark

MARK STAROSELSKY ¡EN VIVO!

♦️Noticias de último momento
♦️El acontecer nacional
♦️Lo más relevante de México y el Mundo
♦️Mark Staroselsky EN VIVO
Plática abierta, plática honesta, plática informada.
Hoy, en vivo, participa, da tu opinión, levanta la voz, no te quedes callado.

@#eltiorichieltiorichi  @RicardoBSalinas   #xochitl #xochitlgalvez #xochitlva #fuerzarosa #claronautas #xóchitlgálvez #pan #pri #INE #amlo #amlohoy #noticias #noticiasenvivo  #consejeros  #srax #xochitl  #markstaroselsky  #derecha #elinenosetoca  #hablandoclaroconmarkstar #markstaroselsky #FoxNews #xochitlpresidenta #xochitlgalvez @accionnacional   #hablandoclaroconmarkstar  #claudiamlo  #hablandoconmark  #xochitlgalvez 

HABLANDO CLARO CON MARK STAROSELSKY es un medio independiente, no pertenecemos a ningún Partido Político o empresa alguna. Somos un medio libre, sin compromisos con nadie, más que con la verdad.
*Nuestro trabajo depende de tu apoyo, conviértete en mecenas de 
Hablando Claro y ayúdanos así, a seguir con esta importante labor:

Derechos musicales: Librería YouTube
News Theme de Kevin MacLeod cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://incompetech.com/
News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
News Theme 2 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
Fiesta Jarocha - Jimena Contreras
Funeral in Sinaloa - Jimena Contreras
Girasol: Qincas Moreira
Mariachiando - Doug Maxwell_Jimmy Fontanez
Trimmed & Taught - Dan Lebowitz

News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/ 

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6152607249465344",2
Facebook,"¡Somos pueblo, con el pueblo y para el pueblo! ¡Vamos pueblo! Esta es la hora de seguir conquistando la esperanza y el porvenir. #ClaudiaPresidenta #PlanC #SigamosHaciendoHistoria #ClaudiaArrasa",1
Facebook,Enfatizó la necesidad de que el Poder Judicial esté a la altura del México moderno y haga justicia para quienes menos tienen.,0
Facebook,"Pintan bardas propiedad del municipio para promocionar a Morena Miguel Barragán Huasteca Hoy CIUDAD VALLES. Pintan bardas, propiedad del Ayuntamiento con propaganda a favor de candidatas de Morena, el Partido por el que compite el alcalde de Valles con licencia. En la Unidad Deportiva al Ingenio, sobre las paredes que se encuentran intercaladas con barrotes de protección, pusieron publicidad que promociona a la candidata a la Presidencia de la República, Claudia Sheinbaum Pardo y a la candidata al Senado por la misma coalición, Rita Ozalia Rodríguez. Cuando se le preguntó al director de Cultura Física y Deporte, Giovanni Azuara, refirió que la pinta de estos espacios públicos que están por fuera del campo de softbol de la misma Unidad debe ser reciente y que mañana mismo pintará encima de las paredes y acudirá a denunciar a las instancias correspondientes.",0
Facebook,". ❌🎯 en IXMIQUILPAN, HGO. domingo 7 de enero #FelizFinDeAMLO #XochitlVa #XochitlGalvez #FuerzaRosa",2
Facebook,En México como en San Luis Río Colorado #EsTiempoDeMujeres y reafirmamos nuestro compromiso incondiciónal con nuestra precandidata única Claudia Sheinbaum por la continuación de esta 4 Transfomación.,1
Facebook,"#ClaudiaPresidenta | ¡No te pierdas este gran evento! 🎉 Mañana, 5 de Mayo, a las 13:30 horas, recibiremos con alegría a las candidatas para la presidencia y jefatura de gobierno, Claudia Sheinbaum y Clara Brugada, en VCarranza. 📍Nos reuniremos en la calle Norte 25 y Oriente 168, No. 219, colonia Moctezuma 2a sección. Será un momento lleno de energía, de bienestar y transformación. ¡No faltes! 💫 #LaJefaEsClara #EsClaudia #ClaudiaArrasa",1
Facebook,Nadie: Fox ayudando a XOCHITL 😂,0
Facebook,"Los Centros Públicos de Educación Inicial serán parte de lo que llamamos un sistema de cuidados, porque las mujeres tenemos el derecho de salir a trabajar, si así lo deseamos, y que nuestr@s hijas e hijos estén protegidos.",1
Facebook,"¡Otra semana en la que Claudia Sheinbaum arrasa en absolutamente todas las encuestas! 😎📈

#MéxicoConClaudia.
#ClaudiaArrasa.",1
Facebook,"AMLO con todo el poder del Estado mexicano en su estado mental, es el mayor peligro para Mxico en su historia. Hoy en Juicio Final

HOY EN JUICIO FINAL:

Mark Staroselsky
Pedro Ferriz de Con
Francisco Rico Toro
Eduardo Novoa

¡EN VIVO!
Debate Inteligente, Plática abierta, plática informada.
.
@PedroFerriz @MarkStaroselsky @EduardoNovoa @FranciscoRicoToro

#PedroFerriz #SenadoresPan  #INE #amlo #amlohoy #Xochitl  #RafaElías
#noticias #Noticiasenvivo #Consejeros #showdrag #Militarizacion #MarkStaroselsky #derecha #ElINENoSeToca #hablandoclaroconmarkstar #markstaroselsky #FoxNews #TuckerCarlson

HABLANDO CLARO CON MARK STAROSELSKY y Central FM son medios independientes, no pertenecemos a ningún Partido Político o empresa alguna. Somos un medio libre, sin compromisos con nadie, más que con la verdad.

*Nuestro trabajo depende de tu apoyo, conviértete en mecenas de 
Hablando Claro y ayúdanos así, a seguir con esta importante labor:

APÓYANOS EN PATREON:
https://www.patreon.com/HablandoClaroConMarkStaroselsky

PayPal: https://www.paypal.com/paypalme/MarkStaroselsky 

BBVA: 4152-3140-5783-3066
Tu donativo es muy importante para seguir adelante con nuestra labor. 
¡Muchas gracias!

Visítanos en Tik Tok: https://www.tiktok.com/@hablando.claro

Twitter:    https://twitter.com/MarkStaroselsky
Visítanos en
Facebook: https://www.facebook.com/HablandoClaroConMark

Derechos musicales: Librería YouTube
News Theme de Kevin MacLeod cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://incompetech.com/
News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
News Theme 2 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
Fiesta Jarocha - Jimena Contreras
Funeral in Sinaloa - Jimena Contreras
I Had a Feeling - TrackTribe

Girasol: Qincas Moreira

News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/

Artista: http://audionautix.com

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6152607249465344",0
Facebook,"Xóchitl le habla a los jóvenes de México, mensaje a la juventud mexicana. Escuchen jóvenes, Xóchitl está con ustedes, los necesitamos.

MARK STAROSELSKY

HABLANDO CLARO ¡NO TE LO PUEDES PERDER!

¿NOS QUIERES PATROCINAR? Ayúdanos en PATREON:

https://www.patreon.com/HablandoClaroConMarkStaroselsky

Donativos a HABLANDO CLARO vía Pay Pal:

PayPal: https://www.paypal.com/paypalme/MarkStaroselsky 

O a nuestra cuenta en BBVA:

BBVA: 4152-3140-5783-3066
Tu donativo es muy importante para seguir adelante con nuestra labor. ¡Muchas gracias!

Visítanos en:
Tik Tok: https://www.tiktok.com/@hablando.claro
Twitter:    https://twitter.com/MarkStaroselsky
Visítanos en Facebook: https://www.facebook.com/HablandoClaroConMark

MARK STAROSELSKY ¡EN VIVO!

♦️Noticias de último momento
♦️El acontecer nacional
♦️Lo más relevante de México y el Mundo
♦️Mark Staroselsky EN VIVO
Plática abierta, plática honesta, plática informada.
Hoy, en vivo, participa, da tu opinión, levanta la voz, no te quedes callado.

#xochitl #xochitlgalvez #xochitlva #fuerzarosa #claronautas #xóchitlgálvez #pan #pri #INE #amlo #amlohoy #noticias #noticiasenvivo  #consejeros  #srax #xochitl  #markstaroselsky  #derecha #elinenosetoca  #hablandoclaroconmarkstar #markstaroselsky #FoxNews #xochitlpresidenta #xochitlgalvez @accionnacional   #hablandoclaroconmarkstar  #claudiamlo  #hablandoconmark  #xochitlgalvez 

HABLANDO CLARO CON MARK STAROSELSKY es un medio independiente, no pertenecemos a ningún Partido Político o empresa alguna. Somos un medio libre, sin compromisos con nadie, más que con la verdad.
*Nuestro trabajo depende de tu apoyo, conviértete en mecenas de 
Hablando Claro y ayúdanos así, a seguir con esta importante labor:

Derechos musicales: Librería YouTube
News Theme de Kevin MacLeod cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://incompetech.com/
News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
News Theme 2 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/
Artista: http://audionautix.com/
Fiesta Jarocha - Jimena Contreras
Funeral in Sinaloa - Jimena Contreras
Girasol: Qincas Moreira
Mariachiando - Doug Maxwell_Jimmy Fontanez
Trimmed & Taught - Dan Lebowitz

News Theme 1 de Audionautix cuenta con una licencia Creative Commons Atribución 4.0. https://creativecommons.org/licenses/by/4.0/

Artista: http://audionautix

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6152607249465344",1
Facebook,Apoya nuestro canal y las actividades de @SocCivilMxhttps://www.youtube.com/channel/UCV2yaa9tDWWH1VkpFbERYDg/join,1
Facebook,📰 #PORTADA | #FelizJueves 14 de marzo 📢,2
Facebook,. ✖️🎯chitl en SALTILLO viernes 15 de marzo 11:00 AM #MxSinMiedo #XochitlVa #XochitlGalvez,2
Facebook,". ❌💟 Caminata en IZTAPALAPA
             jueves 7 de marzo 🤞
#FuerzaRosa
#MxSinMiedo
#XochitlVa
#XochitlGalvez",1
